# trial, step, v_x_car, v_y_car, x_car, y_car, v_x_ped_0,v_y_ped_0,x_ped_0,y_ped_0,a_x_0,a_y_0,noise_v_x_0,noise_v_y_0,noise_x_0,noise_y_0,reward
0.000000000000000000e+00,0.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-3.388300000000000267e+01,0.000000000000000000e+00,-7.764804025790117414e-02,1.001198631466040601e+00,4.961175979871049191e-01,-1.899940068426698048e+00,-7.764804025790117414e-01,1.198631466040600557e-02,0.000000000000000000e+00,1.337397177339511023e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.251185611989719781e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-3.276600000000000534e+01,0.000000000000000000e+00,-1.644441232080791904e-01,9.894824329286597830e-01,4.840129898138059161e-01,-1.800406015206962973e+00,-8.679608295017801067e-01,-1.171619853738077310e-01,7.390626884812734332e-03,0.000000000000000000e+00,6.114576964399898173e-02,0.000000000000000000e+00,-1.383962501269731860e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-3.164900000000000446e+01,0.000000000000000000e+00,-2.644441232080791959e-01,9.741837526197464348e-01,4.625685774929980121e-01,-1.702222705929542723e+00,-1.000000000000000000e+00,-1.529868030891334829e-01,6.837476556484167745e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.508412905223322609e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-3.053200000000000358e+01,0.000000000000000000e+00,-3.644441232080791737e-01,9.682909654962432722e-01,4.311241651721900991e-01,-1.605098970023743243e+00,-1.000000000000000000e+00,-5.892787123503206992e-02,2.261907412597445877e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.457516803213696033e+00
0.000000000000000000e+00,4.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-2.941500000000000270e+01,0.000000000000000000e+00,-4.096158745577823668e-01,9.527970620553516401e-01,3.924211652838970332e-01,-1.509044568646163542e+00,-4.517175134970318195e-01,-1.549390344089158766e-01,1.513703196261796391e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.150910852358066006e+00
0.000000000000000000e+00,5.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-2.829800000000000182e+01,0.000000000000000000e+00,-4.841842480283454764e-01,9.458824855216853011e-01,3.477311591545906300e-01,-1.414110591267311756e+00,-7.456837347056313181e-01,-6.914576533666338953e-02,1.445190220819890237e-01,0.000000000000000000e+00,3.597712522434015625e-04,0.000000000000000000e+00,-1.252615215457214326e+00
0.000000000000000000e+00,6.000000000000000000e+00,1.026999999999999957e+01,0.000000000000000000e+00,-2.718100000000000094e+01,0.000000000000000000e+00,-5.672215826388405935e-01,9.377560794960373425e-01,2.951608676212313376e-01,-1.319928663016425530e+00,-8.303733461049513931e-01,-8.126406025647903153e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.321420370680925549e+00
0.000000000000000000e+00,7.000000000000000000e+00,9.369999999999999218e+00,0.000000000000000000e+00,-2.615399999999999991e+01,0.000000000000000000e+00,-6.262837490694296294e-01,9.158845113597702259e-01,2.354856010358178375e-01,-1.227246633473635162e+00,-5.906216643058908033e-01,-2.187156813626707219e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.232404992936775079e-01,0.000000000000000000e+00,-1.376617430527964814e+00
0.000000000000000000e+00,8.000000000000000000e+00,8.469999999999998863e+00,0.000000000000000000e+00,-2.521699999999999875e+01,0.000000000000000000e+00,-7.262837490694296072e-01,9.134483276639574489e-01,1.678572261288748813e-01,-1.135779991522448684e+00,-1.000000000000000000e+00,-2.436183695812788041e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.982740928773797817e-02,0.000000000000000000e+00,-1.432060770441612618e+00
0.000000000000000000e+00,9.000000000000000000e+00,7.569999999999998508e+00,0.000000000000000000e+00,-2.436999999999999744e+01,0.000000000000000000e+00,-8.172665802483887187e-01,9.081064086175976158e-01,9.067970966298395663e-02,-1.044702254708370859e+00,-9.098283117895906713e-01,-5.341919046359810963e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.367697718533285034e+00
0.000000000000000000e+00,1.000000000000000000e+01,6.710232899532564410e+00,0.000000000000000000e+00,-2.361299999999999599e+01,0.000000000000000000e+00,-9.172665802483886965e-01,9.007727192585941456e-01,3.953051638145077540e-03,-9.542582983145613262e-01,-1.000000000000000000e+00,-7.333689359003447983e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.446025029609330437e+00
0.000000000000000000e+00,1.100000000000000000e+01,6.081881187332027316e+00,0.000000000000000000e+00,-2.294197671004673822e+01,0.000000000000000000e+00,-1.017266580248388674e+00,8.925478519514307152e-01,-9.277360638669379655e-02,-8.645922697540601165e-01,-1.000000000000000000e+00,-8.224867307163408192e-02,1.034116447819550810e-01,0.000000000000000000e+00,5.255984486440834491e-02,0.000000000000000000e+00,-1.455824164383283881e+00
0.000000000000000000e+00,1.200000000000000000e+01,5.598568668388261393e+00,0.000000000000000000e+00,-2.233378859131353522e+01,0.000000000000000000e+00,-1.117266580248388763e+00,8.752498984754650824e-01,-1.995002644115326795e-01,-7.762023822327153155e-01,-1.000000000000000000e+00,-1.729795347596561061e-01,2.029488431395973791e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.539263808850114490e+00
0.000000000000000000e+00,1.300000000000000000e+01,5.206284978954216491e+00,0.000000000000000000e+00,-2.177393172447471059e+01,0.000000000000000000e+00,-1.217266580248388852e+00,8.578603205214286875e-01,-3.162269224363715714e-01,-6.895468712828706215e-01,-1.000000000000000000e+00,-1.738957795403643924e-01,2.296997854714636911e-01,0.000000000000000000e+00,2.104983959247683778e-01,0.000000000000000000e+00,-1.556237057544745284e+00
0.000000000000000000e+00,1.400000000000000000e+01,4.890968370504669593e+00,0.000000000000000000e+00,-2.125330322657928761e+01,0.000000000000000000e+00,-1.317266580248388941e+00,8.523350873199805333e-01,-4.429535804612104721e-01,-6.040371008908000938e-01,-1.000000000000000000e+00,-5.525233201448165321e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.437506378300217547e+00
0.000000000000000000e+00,1.500000000000000000e+01,4.612759729575852674e+00,0.000000000000000000e+00,-2.076420638952881959e+01,0.000000000000000000e+00,-1.417266580248389030e+00,8.232665083399832717e-01,-5.796802384860493262e-01,-5.202570211078019202e-01,-1.000000000000000000e+00,-2.906857897999729490e-01,2.109268230619590345e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.676499409517885342e+00
0.000000000000000000e+00,1.600000000000000000e+01,4.370162258060608096e+00,0.000000000000000000e+00,-2.030293041657123609e+01,0.000000000000000000e+00,-1.517266580248389118e+00,8.056011524523247758e-01,-7.264068965108883003e-01,-4.388136380681865178e-01,-1.000000000000000000e+00,-1.766535588765849596e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.530880193676522172e+00
0.000000000000000000e+00,1.700000000000000000e+01,4.155879147566565734e+00,0.000000000000000000e+00,-1.986591419076517440e+01,0.000000000000000000e+00,-1.617266580248389207e+00,7.883463773883505610e-01,-8.831335545357272832e-01,-3.591162615761527288e-01,-1.000000000000000000e+00,-1.725477506397419258e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.526577510452006514e+00
0.000000000000000000e+00,1.800000000000000000e+01,3.963633569630007347e+00,0.000000000000000000e+00,-1.945032627600851782e+01,0.000000000000000000e+00,-1.717266580248389296e+00,7.643195407682666920e-01,-1.049860212560566275e+00,-2.814829656683218717e-01,-1.000000000000000000e+00,-2.402683662008383569e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.603723543452191480e+00
0.000000000000000000e+00,1.900000000000000000e+01,3.788562581571190080e+00,0.000000000000000000e+00,-1.905396291904551731e+01,0.000000000000000000e+00,-1.817266580248389385e+00,7.423702320344750527e-01,-1.226586870585405276e+00,-2.061484770281847845e-01,-1.000000000000000000e+00,-2.194930873379160596e-01,4.502213835258128682e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.579393331064399497e+00
0.000000000000000000e+00,2.000000000000000000e+01,3.626903183719142998e+00,0.000000000000000000e+00,-1.867510666088839955e+01,0.000000000000000000e+00,-1.917266580248389474e+00,7.307644763386533793e-01,-1.413313528610244285e+00,-1.324917416095283684e-01,-1.000000000000000000e+00,-1.160575569582166233e-01,4.026255601142797458e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.474975031534125014e+00
0.000000000000000000e+00,2.100000000000000000e+01,3.475704078240936745e+00,0.000000000000000000e+00,-1.831241634251648520e+01,0.000000000000000000e+00,-2.017266580248389563e+00,6.991201965660752693e-01,-1.610040186635083304e+00,-6.099750796429194433e-02,-1.000000000000000000e+00,-3.164427977257813218e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.699946897141112467e+00
0.000000000000000000e+00,2.200000000000000000e+01,3.332618936865646031e+00,0.000000000000000000e+00,-1.796484593469239144e+01,0.000000000000000000e+00,-2.117266580248389651e+00,6.757129640381037694e-01,-1.816766844659922331e+00,7.744150065917013159e-03,-1.000000000000000000e+00,-2.340723252797146658e-01,9.721656227738406653e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.596242084457855537e+00
0.000000000000000000e+00,2.300000000000000000e+01,3.195761065609342033e+00,0.000000000000000000e+00,-1.763158404100582644e+01,0.000000000000000000e+00,-2.217266580248389740e+00,6.575436422321616625e-01,-2.033493502684761367e+00,7.440698037943027643e-02,-1.000000000000000000e+00,-1.816932180594214019e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.536240541099719303e+00
0.000000000000000000e+00,2.400000000000000000e+01,3.063599602537327993e+00,0.000000000000000000e+00,-1.731200793444489250e+01,0.000000000000000000e+00,-2.317266580248389829e+00,6.403403170416369639e-01,-2.260220160709600190e+00,1.393011783431202244e-01,-1.000000000000000000e+00,-1.720332519052474307e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.526042534441857557e+00
0.000000000000000000e+00,2.500000000000000000e+01,2.934883789392308984e+00,0.000000000000000000e+00,-1.700564797419115948e+01,0.000000000000000000e+00,-2.417266580248389918e+00,6.237053716411706805e-01,-2.496946818734439244e+00,2.025034627772606122e-01,-1.000000000000000000e+00,-1.663494540046633885e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.520196528329091468e+00
0.000000000000000000e+00,2.600000000000000000e+01,2.808586567058281247e+00,0.000000000000000000e+00,-1.671215959525192929e+01,0.000000000000000000e+00,-2.517266580248390007e+00,6.090749249217224381e-01,-2.743673476759278085e+00,2.641424776054052681e-01,-1.000000000000000000e+00,-1.463044671944824238e-01,0.000000000000000000e+00,1.978054054783195959e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.512932285188804515e+00
0.000000000000000000e+00,2.700000000000000000e+01,2.683861744977459107e+00,0.000000000000000000e+00,-1.643130093854610152e+01,0.000000000000000000e+00,-2.617266580248390095e+00,5.932957793743551811e-01,-3.000400134784117157e+00,3.242610128202091380e-01,-1.000000000000000000e+00,-1.577914554736725705e-01,6.082881424901326328e-02,4.940441389215077805e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.513537097236738349e+00
0.000000000000000000e+00,2.800000000000000000e+01,2.560010890257126803e+00,0.000000000000000000e+00,-1.616291476404835592e+01,0.000000000000000000e+00,-2.717266580248390184e+00,5.793844875186122678e-01,-3.267126792808956015e+00,3.828950261648574882e-01,-1.000000000000000000e+00,-1.391129185574291327e-01,0.000000000000000000e+00,3.619093268728429402e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.534578877965370625e+00
0.000000000000000000e+00,2.900000000000000000e+01,2.436457300995566122e+00,0.000000000000000000e+00,-1.590691367502264342e+01,0.000000000000000000e+00,-2.817266580248390273e+00,5.529840518740271049e-01,-3.543853450833795105e+00,4.395134531344894735e-01,-1.000000000000000000e+00,-2.640043564458512959e-01,0.000000000000000000e+00,1.965985635126354936e-01,1.629552049717915008e-01,0.000000000000000000e+00,-1.648243688520336425e+00
0.000000000000000000e+00,3.000000000000000000e+01,2.322393351625696933e+00,0.000000000000000000e+00,-1.566326794492308672e+01,0.000000000000000000e+00,-2.917266580248390362e+00,5.368045003288323125e-01,-3.830580108858633981e+00,4.940028807446324444e-01,-1.000000000000000000e+00,-1.617955154519479244e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.515599935149138711e+00
0.000000000000000000e+00,3.100000000000000000e+01,2.196831446954227829e+00,0.000000000000000000e+00,-1.543102860976051716e+01,0.000000000000000000e+00,-3.017266580248390451e+00,5.356153770961039617e-01,-4.127306766883473088e+00,5.476238746158792470e-01,-1.000000000000000000e+00,-1.189123232728361845e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.174347208889443994e-02,0.000000000000000000e+00,-1.429780873413597497e+00
0.000000000000000000e+00,3.200000000000000000e+01,2.075313755104340352e+00,0.000000000000000000e+00,-1.521134546506509366e+01,0.000000000000000000e+00,-3.117266580248390540e+00,5.276878668478417467e-01,-4.434033424908312426e+00,6.007890368130764935e-01,-1.000000000000000000e+00,-7.927510248262237269e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.449299912789492772e+00
0.000000000000000000e+00,3.300000000000000000e+01,1.946050795053791971e+00,0.000000000000000000e+00,-1.500381408955465901e+01,0.000000000000000000e+00,-3.217266580248390628e+00,5.117345564171433825e-01,-4.750760082933151551e+00,6.527601579763258055e-01,-1.000000000000000000e+00,-1.595331043069838639e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.513346220113811036e+00
0.000000000000000000e+00,3.400000000000000000e+01,1.815263049917112737e+00,0.000000000000000000e+00,-1.480920901004927970e+01,0.000000000000000000e+00,-3.317266580248390717e+00,4.925854216357106186e-01,-5.077486740957990463e+00,7.029761568789685278e-01,-1.000000000000000000e+00,-1.914913478143274173e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.546897649178904821e+00
0.000000000000000000e+00,3.500000000000000000e+01,1.683621192057758176e+00,0.000000000000000000e+00,-1.462768270505756796e+01,0.000000000000000000e+00,-3.404685069940884823e+00,4.712713779867551689e-01,-5.413584323467453885e+00,7.511689968600918643e-01,-8.741848969249403911e-01,-2.131404364895543857e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.502005096269797280e+00
0.000000000000000000e+00,3.600000000000000000e+01,1.551005419712150779e+00,0.000000000000000000e+00,-1.445932058585179192e+01,0.000000000000000000e+00,-3.446373666439281447e+00,4.541591392545299422e-01,-5.756137260286462443e+00,7.974405227221561532e-01,-4.168859649839669057e-01,-1.711223873222520453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.150617898065826816e+00
0.000000000000000000e+00,3.700000000000000000e+01,1.417470979137366749e+00,0.000000000000000000e+00,-1.430422004388057644e+01,0.000000000000000000e+00,-3.529131665074223267e+00,4.395210689373130752e-01,-6.104912526862137589e+00,8.421245331317482874e-01,-8.275799863494166519e-01,-1.463807031721688912e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.385944942220393328e+00
0.000000000000000000e+00,3.800000000000000000e+01,1.283112641726112724e+00,0.000000000000000000e+00,-1.416247294596684014e+01,0.000000000000000000e+00,-3.617209478240232645e+00,4.322287773905327812e-01,-6.462229584027860518e+00,8.857120254481405386e-01,-8.807781316600921118e-01,-7.292291546780305111e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.355614786484604872e+00
0.000000000000000000e+00,3.900000000000000000e+01,1.147788450314625619e+00,0.000000000000000000e+00,-1.403416168179422918e+01,0.000000000000000000e+00,-3.660786755029915351e+00,4.230022606007341479e-01,-6.826129395691367563e+00,9.284735773477038601e-01,-4.357727678968277285e-01,-9.226516789798644425e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.777215588625091103e-01
0.000000000000000000e+00,4.000000000000000000e+01,1.011564387177304791e+00,0.000000000000000000e+00,-1.391938283676276633e+01,0.000000000000000000e+00,-3.690746466832583117e+00,4.176614915630779690e-01,-7.193706056784492375e+00,9.705067649558944964e-01,-2.995971180266775447e-01,-5.340769037656167839e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.360037856971307635e-01
0.000000000000000000e+00,4.100000000000000000e+01,8.748540552387412683e-01,0.000000000000000000e+00,-1.381822639804503616e+01,0.000000000000000000e+00,-3.725228228009572540e+00,4.053963783962781786e-01,-7.564504791526600158e+00,1.011659658453862409e+00,-3.448176117698928955e-01,-1.226511316679976815e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.712084924131204611e-01
0.000000000000000000e+00,4.200000000000000000e+01,7.380867914227705606e-01,0.000000000000000000e+00,-1.373074099252116120e+01,0.000000000000000000e+00,-3.752317564256387072e+00,4.090989427142639467e-01,-7.938382081139898183e+00,1.052384424509389405e+00,-2.708933624681462149e-01,3.702564317985768128e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.591932130959436975e-01
0.000000000000000000e+00,4.300000000000000000e+01,6.016203384071203697e-01,0.000000000000000000e+00,-1.365693231337888491e+01,0.000000000000000000e+00,-3.785033310481723312e+00,4.029800932920771794e-01,-8.315249624876804191e+00,1.092988376309706577e+00,-3.271574622533622856e-01,-6.118849422186767306e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.893507806255004589e-01
0.000000000000000000e+00,4.400000000000000000e+01,4.657350352226150569e-01,0.000000000000000000e+00,-1.359677027953817330e+01,0.000000000000000000e+00,-3.807817123691723538e+00,3.846932944149547562e-01,-8.694892146585477377e+00,1.132372045695058116e+00,-2.278381321000014781e-01,-1.828679887712243435e-01,0.000000000000000000e+00,8.380859447424071629e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.093024340117386028e+00
